fn,bucket,true,pred,gap,top5
PXL_20260614_142447926.jpg,variant,ygo-DREV-EN087-79965360,ygo-SGX3-END12-79965360,0.0,"[[""ygo-SGX3-END12-79965360"", 0.8111842274665833], [""ygo-SS02-ENC14-79965360"", 0.8111842274665833], [""ygo-DREV-EN087-79965360"", 0.8111842274665833], [""ygo-MP25-EN174-5993144"", 0.7797491550445557], [""ygo-BLMR-EN090-35480699"", 0.7565597295761108]]"
PXL_20260614_142455597.jpg,variant,ygo-SGX3-END13-712559,ygo-MP24-EN074-92714517,0.0,"[[""ygo-MP24-EN074-92714517"", 0.7630183100700378], [""ygo-RA04-EN104-92714517"", 0.7630183100700378], [""ygo-DREV-EN053-712559"", 0.7626627683639526], [""ygo-SGX3-END13-712559"", 0.7626627683639526], [""ygo-LCJW-EN104-712559"", 0.7626627683639526]]"
PXL_20260614_142522795.jpg,variant,swsh6-18,swshp-SWSH277,0.0031,"[[""swshp-SWSH277"", 0.8924517035484314], [""swsh6-18"", 0.8893028497695923], [""sv6-16"", 0.807827353477478], [""sv5-1"", 0.7861768007278442], [""me3-6"", 0.7802819013595581]]"
PXL_20260614_142549494.jpg,variant,me2pt5-12,dp1-63,0.0131,"[[""dp1-63"", 0.8413797616958618], [""swsh11-9"", 0.8282893896102905], [""me2pt5-12"", 0.8201022148132324], [""pl1-63"", 0.8161667585372925], [""swsh11-7"", 0.8122329711914062]]"
PXL_20260614_142600245.jpg,variant,sv4pt5-47,sv1-109,0.0009,"[[""sv1-109"", 0.9489297866821289], [""sv4pt5-47"", 0.9480199813842773], [""sv3pt5-28"", 0.8608663082122803], [""swsh8-139"", 0.8584342002868652], [""me2pt5-154"", 0.8582984209060669]]"
PXL_20260614_142743518.jpg,variant,swsh11-26,sm8-51,0.0011,"[[""sm8-51"", 0.8389248847961426], [""swsh12-23"", 0.837852418422699], [""sm1-25"", 0.8256549835205078], [""sv4pt5-10"", 0.8243573904037476], [""sv8-38"", 0.8189107179641724]]"
PXL_20260614_145820431.jpg,distinct,ygo-SGX3-END15-81325903,ygo-DR1-EN139-81325903,0.0,"[[""ygo-DR1-EN139-81325903"", 0.8426090478897095], [""ygo-SGX3-END15-81325903"", 0.8426090478897095], [""ygo-MFC-084-81325903"", 0.8426090478897095], [""ygo-LCJW-EN100-81325903"", 0.8426090478897095], [""ygo-TU04-EN018-81325903"", 0.8426090478897095]]"
PXL_20260614_145828626.jpg,distinct,ygo-GFTP-EN023-65563871,ygo-SDBT-EN015-89252157,0.0837,"[[""ygo-SDBT-EN015-89252157"", 0.7913533449172974], [""ygo-GFTP-EN023-65563871"", 0.7076163291931152], [""ygo-MP25-EN403-93860227"", 0.7053046226501465], [""ygo-MP25-EN380-63825486"", 0.7036598920822144], [""ygo-SDBT-EN042-1688285"", 0.6999903917312622]]"
PXL_20260614_145839954.jpg,distinct,ygo-MP24-EN350-19271881,ygo-CYAC-EN070-19271881,0.0,"[[""ygo-CYAC-EN070-19271881"", 0.8559442758560181], [""ygo-MP24-EN350-19271881"", 0.8559442758560181], [""ygo-GFTP-EN041-25845518"", 0.8214176893234253], [""ygo-GFTP-EN035-58374502"", 0.8186929225921631], [""ygo-MP25-EN337-66848311"", 0.818183958530426]]"
PXL_20260614_145846075.jpg,distinct,ygo-SGX3-ENE03-35975813,ygo-DR1-EN234-35975813,0.0,"[[""ygo-DR1-EN234-35975813"", 0.8971509337425232], [""ygo-DCR-072-35975813"", 0.8971509337425232], [""ygo-SGX3-ENE03-35975813"", 0.8971509337425232], [""ygo-SGX3-ENG03-69890967"", 0.8754473924636841], [""ygo-MP24-EN216-88554436"", 0.8606281876564026]]"
PXL_20260614_145905483.jpg,distinct,ygo-DUEA-ENDE4-52551211,ygo-SGX3-ENE05-73219648,0.0088,"[[""ygo-SGX3-ENE05-73219648"", 0.7959274649620056], [""ygo-SGX3-ENG03-69890967"", 0.7871103882789612], [""ygo-SGX3-ENE06-9603356"", 0.771409273147583], [""ygo-DR1-EN234-35975813"", 0.7569131851196289], [""ygo-SGX3-ENE03-35975813"", 0.7569131851196289]]"
PXL_20260614_145914893.jpg,distinct,ygo-MP24-EN301-93953933,ygo-POTE-EN039-93953933,0.0,"[[""ygo-POTE-EN039-93953933"", 0.8896257877349854], [""ygo-MP24-EN301-93953933"", 0.8896257877349854], [""ygo-RA04-EN160-74294676"", 0.8471008539199829], [""ygo-MGED-EN028-74294676"", 0.8471008539199829], [""ygo-DUEA-EN075-77783947"", 0.8356773257255554]]"
PXL_20260614_150011334.jpg,distinct,mtg-snc-84,mtg-snc-465,0.0094,"[[""mtg-snc-465"", 0.8743461966514587], [""mtg-snc-84"", 0.8649106621742249], [""mtg-snc-A-84"", 0.8503901362419128], [""mtg-snc-78"", 0.7987805604934692], [""mtg-snc-187"", 0.7854505181312561]]"
PXL_20260614_150015927.jpg,distinct,sv8pt5-79,sv5-128,0.0023,"[[""sv5-128"", 0.9281032681465149], [""sv8pt5-79"", 0.9258482456207275], [""swsh12-56"", 0.8515844941139221], [""swsh12-145"", 0.848623514175415], [""sv1-112"", 0.8470354080200195]]"
PXL_20260614_150138550.jpg,distinct,me2pt5-23,sv10-35,0.0006,"[[""sv10-35"", 0.9160280823707581], [""me2pt5-23"", 0.9154344201087952], [""swsh8-49"", 0.8700469136238098], [""me2pt5-29"", 0.8504759669303894], [""sv8-24"", 0.8448604345321655]]"
PXL_20260614_150336380.jpg,distinct,sv8pt5-71,me2pt5-158,0.0015,"[[""me2pt5-158"", 0.9300389885902405], [""sv6-128"", 0.9285698533058167], [""sv8pt5-71"", 0.9279119968414307], [""swsh4-51"", 0.8476015329360962], [""me2pt5-176"", 0.837932825088501]]"
PXL_20260614_151402616.jpg,mixed,ygo-SDBT-EN009-36956512,ygo-BROL-EN074-36956512,0.0,"[[""ygo-BROL-EN074-36956512"", 0.9103195667266846], [""ygo-SDBT-EN009-36956512"", 0.9103195667266846], [""ygo-MP16-EN234-36956512"", 0.9103195667266846], [""ygo-BOSH-EN087-36956512"", 0.9103195667266846], [""ygo-MP24-EN174-87804747"", 0.8211750984191895]]"
PXL_20260614_151411807.jpg,mixed,ygo-SGX3-ENE02-49881766,ygo-YS15-END02-49881766,0.0,"[[""ygo-YS15-END02-49881766"", 0.8604514002799988], [""ygo-YS15-ENL02-49881766"", 0.8604514002799988], [""ygo-YSDS-EN005-49881766"", 0.8604514002799988], [""ygo-DCR-057-49881766"", 0.8604514002799988], [""ygo-DR1-EN219-49881766"", 0.8604514002799988]]"
PXL_20260614_151428467.jpg,mixed,ygo-BLMR-EN046-97417863,ygo-RA04-EN284-13331639,0.0018,"[[""ygo-RA04-EN284-13331639"", 0.7352257966995239], [""ygo-BLMR-EN046-97417863"", 0.7334134578704834], [""ygo-MP24-EN358-65914127"", 0.7298598289489746], [""ygo-RA04-EN282-76794549"", 0.7268069982528687], [""ygo-MP25-EN271-76794549"", 0.7268069982528687]]"
PXL_20260614_151447730.jpg,mixed,ygo-SGX3-END11-32807846,ygo-SR02-EN031-32807846,0.0,"[[""ygo-SR02-EN031-32807846"", 0.8488131165504456], [""ygo-YS13-EN029-32807846"", 0.8488131165504456], [""ygo-YS12-EN027-32807846"", 0.8488131165504456], [""ygo-WIRA-EN052-32807846"", 0.8488131165504456], [""ygo-PGLD-EN058-32807846"", 0.8488131165504456]]"
PXL_20260614_151459012.jpg,mixed,ygo-MP24-EN319-12954226,ygo-PHHY-EN042-12954226,0.0,"[[""ygo-PHHY-EN042-12954226"", 0.896752119064331], [""ygo-MP24-EN319-12954226"", 0.896752119064331], [""ygo-MP25-EN062-27260347"", 0.827404797077179], [""ygo-MP24-EN324-7236721"", 0.8074343800544739], [""ygo-MP24-EN068-86682165"", 0.8070099353790283]]"
PXL_20260614_151526754.jpg,mixed,mtg-snc-18,mtg-j22-200,0.0067,"[[""mtg-j22-200"", 0.867169976234436], [""mtg-plst-SNC-18"", 0.8604470491409302], [""mtg-snc-18"", 0.8604470491409302], [""mtg-blc-141"", 0.834499180316925], [""mtg-j25-212"", 0.8308807611465454]]"
PXL_20260614_151632925.jpg,mixed,me2pt5-16,sv8pt5-4,0.0006,"[[""sv8pt5-4"", 0.895458459854126], [""me2pt5-16"", 0.894895613193512], [""sv3pt5-10"", 0.8206557035446167], [""sv3-19"", 0.8163356781005859], [""swsh8-7"", 0.810288667678833]]"
