fn,tcg,true,pred,top1,gap,ocr_ident,ocr_sku,final,pred_correct,final_correct
PXL_20260614_151809612.jpg,POKEMON,sv8pt5-81,sv8pt5-81,0.9267578721046448,0.10242289304733276,sv8pt5-81,sv8pt5-81,sv8pt5-81,True,True
PXL_20260614_151820267.jpg,POKEMON,me3-75,me3-75,0.9229059219360352,0.12210607528686523,75,,me3-75,True,True
PXL_20260614_151829888.jpg,POKEMON,sv8-184,sv8-184,0.9239628911018372,0.06449168920516968,184,,sv8-184,True,True
PXL_20260614_151837934.jpg,POKEMON,me3-84,me3-84,0.8883078694343567,0.08696365356445312,84,,me3-84,True,True
PXL_20260614_151902040.jpg,POKEMON,sv4pt5-77,sv4pt5-77,0.8524872064590454,0.12691926956176758,sv4pt5-77,sv4pt5-77,sv4pt5-77,True,True
PXL_20260614_151908385.jpg,POKEMON,swsh12-1,swsh12-1,0.9098238945007324,0.07974350452423096,1,,swsh12-1,True,True
PXL_20260614_151918734.jpg,POKEMON,zsv10pt5-74,zsv10pt5-74,0.9374242424964905,0.07702440023422241,zsv10pt5-74,zsv10pt5-74,zsv10pt5-74,True,True
PXL_20260614_151927501.jpg,POKEMON,sv3-126,sv3-126,0.8779588937759399,0.04613679647445679,126,,sv3-126,True,True
PXL_20260614_151934750.jpg,POKEMON,rsv10pt5-28,rsv10pt5-28,0.886084794998169,0.05485188961029053,28,,rsv10pt5-28,True,True
PXL_20260614_151941246.jpg,POKEMON,sv3-174,sv3-174,0.9044443964958191,0.0607413649559021,sv3-174,sv3-174,sv3-174,True,True
PXL_20260614_151948024.jpg,POKEMON,me1-69,me1-69,0.9279481172561646,0.05364525318145752,me1-69,me1-69,me1-69,True,True
PXL_20260614_151954420.jpg,POKEMON,swsh11-145,swsh11-145,0.8968582153320312,0.03687787055969238,145,,swsh11-145,True,True
PXL_20260614_151959842.jpg,POKEMON,rsv10pt5-1,rsv10pt5-1,0.9112899303436279,0.043189167976379395,1,,rsv10pt5-1,True,True
PXL_20260614_152010902.jpg,POKEMON,rsv10pt5-28,rsv10pt5-28,0.925234317779541,0.05622225999832153,rsv10pt5-28,rsv10pt5-28,rsv10pt5-28,True,True
PXL_20260614_152021207.jpg,POKEMON,rsv10pt5-73,rsv10pt5-73,0.913590669631958,0.10635066032409668,rsv10pt5-73,rsv10pt5-73,rsv10pt5-73,True,True
PXL_20260614_152028080.jpg,POKEMON,me1-31,me1-31,0.8975165486335754,0.054115474224090576,me1-31,me1-31,me1-31,True,True
PXL_20260614_152036990.jpg,POKEMON,me1-18,me1-18,0.8815855979919434,0.06828290224075317,me1-18,me1-18,me1-18,True,True
PXL_20260614_152044949.jpg,POKEMON,rsv10pt5-58,rsv10pt5-58,0.8605544567108154,0.05948960781097412,58,,rsv10pt5-58,True,True
